area_type,availability,location,total_sqft,bath,balcony,price,BHK,price_per_sqft,SqftClean,price_per_sqft_new,Availability_Year,Availability_Month,IsOutlier
Plot  Area,Ready To Move,Other,1200.0,3.0,2.0,99.0,3,8250.0,1200.0,8250.0,9999,99,0
Super built-up  Area,Ready To Move,Other,1000.0,2.0,1.0,60.0,2,6000.0,1000.0,6000.0,9999,99,0
Built-up  Area,Ready To Move,Other,5720.0,3.0,0.0,350.0,3,6118.881118881119,5720.0,6118.881118881119,9999,99,0
Super built-up  Area,Ready To Move,Other,1012.0,2.0,1.0,59.0,2,5830.0395256917,1012.0,5830.0395256917,9999,99,0
Built-up  Area,Ready To Move,Other,1200.0,4.0,1.0,140.0,4,11666.666666666666,1200.0,11666.666666666666,9999,99,0
Plot  Area,Ready To Move,Other,600.0,2.0,2.0,39.0,2,6500.0,600.0,6500.0,9999,99,0
Super built-up  Area,20-Nov,Other,1700.0,3.0,2.0,111.0,3,6529.411764705882,1700.0,6529.411764705882,2020,11,0
Built-up  Area,Ready To Move,Other,1780.0,3.0,0.0,110.0,3,6179.775280898876,1780.0,6179.775280898876,9999,99,0
Plot  Area,Ready To Move,Other,1080.0,3.0,2.0,149.0,3,13796.296296296296,1080.0,13796.296296296296,9999,99,0
Built-up  Area,Ready To Move,Other,900.0,2.0,0.0,65.0,3,7222.222222222223,900.0,7222.222222222223,9999,99,0
Plot  Area,Ready To Move,Other,1200.0,3.0,2.0,160.0,4,13333.333333333334,1200.0,13333.333333333334,9999,99,0
Super built-up  Area,Ready To Move,Other,1540.0,3.0,3.0,85.0,3,5519.480519480519,1540.0,5519.480519480519,9999,99,0
Super built-up  Area,Ready To Move,Other,2456.0,3.0,3.0,220.0,3,8957.654723127036,2456.0,8957.654723127036,9999,99,0
Plot  Area,Ready To Move,Other,1530.0,2.0,1.0,185.0,2,12091.503267973856,1530.0,12091.503267973856,9999,99,0
Super built-up  Area,Ready To Move,Other,1717.0,3.0,3.0,120.0,3,6988.934187536401,1717.0,6988.934187536401,9999,99,0
Built-up  Area,Ready To Move,Other,1475.0,2.0,2.0,171.0,2,11593.22033898305,1475.0,11593.22033898305,9999,99,0
Built-up  Area,Ready To Move,Other,650.0,1.0,0.0,16.0,1,2461.538461538461,650.0,2461.5384615384614,9999,99,0
Super built-up  Area,Ready To Move,Other,1504.0,2.0,2.0,102.0,3,6781.914893617021,1504.0,6781.914893617021,9999,99,0
Super built-up  Area,Ready To Move,Other,1800.0,4.0,1.0,145.0,4,8055.555555555556,1800.0,8055.555555555556,9999,99,0
Super built-up  Area,Ready To Move,Other,3000.0,4.0,0.0,240.0,4,8000.0,3000.0,8000.0,9999,99,0
Carpet  Area,Ready To Move,Other,1625.0,3.0,3.0,92.0,3,5661.538461538462,1625.0,5661.538461538462,9999,99,0
Super built-up  Area,Ready To Move,Other,2400.0,4.0,3.0,250.0,4,10416.666666666666,2400.0,10416.666666666666,9999,99,0
Super built-up  Area,Ready To Move,Other,1490.0,2.0,1.0,92.0,3,6174.496644295302,1490.0,6174.496644295302,9999,99,0
Super built-up  Area,17-Jun,Other,1044.0,2.0,1.0,60.0,2,5747.126436781609,1044.0,5747.126436781609,2017,6,0
Super built-up  Area,Ready To Move,Other,1567.2,2.0,0.0,190.0,3,12123.532414497193,1567.2,12123.532414497193,9999,99,0
Super built-up  Area,Ready To Move,Other,1293.0,2.0,2.0,75.0,2,5800.46403712297,1293.0,5800.46403712297,9999,99,0
Built-up  Area,Ready To Move,Other,860.0,2.0,2.0,65.5,2,7616.279069767442,860.0,7616.279069767442,9999,99,0
Super built-up  Area,Ready To Move,Other,1374.0,2.0,2.0,88.0,3,6404.657933042213,1374.0,6404.657933042213,9999,99,0
Built-up  Area,18-May,Other,2000.0,2.0,1.0,160.0,4,8000.0,2000.0,8000.0,2018,5,0
Super built-up  Area,Ready To Move,Other,834.0,1.0,1.0,62.0,1,7434.052757793765,834.0,7434.052757793765,9999,99,0
Plot  Area,Ready To Move,Other,600.0,1.0,0.0,52.0,1,8666.666666666666,600.0,8666.666666666666,9999,99,0
Super built-up  Area,Ready To Move,Other,2000.0,4.0,1.0,135.0,4,6750.0,2000.0,6750.0,9999,99,0
Super built-up  Area,Ready To Move,Other,2750.0,3.0,0.0,260.0,3,9454.545454545454,2750.0,9454.545454545454,9999,99,0
Super built-up  Area,Ready To Move,Other,1280.0,2.0,2.0,90.0,2,7031.25,1280.0,7031.25,9999,99,0
Super built-up  Area,Ready To Move,Other,2075.0,3.0,1.0,175.0,3,8433.734939759037,2075.0,8433.734939759037,9999,99,0
Super built-up  Area,Ready To Move,Other,2274.24,4.0,1.0,160.0,3,7035.317292809907,2274.24,7035.317292809907,9999,99,0
Plot  Area,Ready To Move,Other,900.0,3.0,1.0,105.0,2,11666.666666666666,900.0,11666.666666666666,9999,99,0
Super built-up  Area,Ready To Move,Other,1350.0,3.0,0.0,75.0,3,5555.555555555556,1350.0,5555.555555555556,9999,99,0
Super built-up  Area,Ready To Move,Other,470.0,2.0,1.0,10.0,1,2127.659574468085,470.0,2127.659574468085,9999,99,0
Plot  Area,Ready To Move,Other,1313.0,4.0,0.0,150.0,3,11424.219345011425,1313.0,11424.219345011425,9999,99,0
Super built-up  Area,Ready To Move,Other,2515.0,4.0,3.0,155.0,3,6163.021868787277,2515.0,6163.021868787277,9999,99,0
Super built-up  Area,20-Dec,Other,2665.0,3.0,1.0,350.0,3,13133.208255159474,2665.0,13133.208255159474,2020,12,0
Super built-up  Area,15-Oct,Other,3500.0,5.0,0.0,450.0,4,12857.142857142857,3500.0,12857.142857142857,2015,10,0
Plot  Area,Ready To Move,Other,2400.0,5.0,2.0,300.0,6,12500.0,2400.0,12500.0,9999,99,0
Super built-up  Area,19-Dec,Other,1235.0,2.0,1.0,140.0,2,11336.032388663967,1235.0,11336.032388663967,2019,12,0
Built-up  Area,17-Mar,Other,3200.0,3.0,0.0,260.0,3,8125.0,3200.0,8125.0,2017,3,0
Built-up  Area,Ready To Move,Other,1450.0,3.0,2.0,90.0,3,6206.896551724138,1450.0,6206.896551724138,9999,99,0
Super built-up  Area,Ready To Move,Other,1893.0,3.0,2.0,115.0,3,6075.0132065504495,1893.0,6075.0132065504495,9999,99,0
Built-up  Area,Ready To Move,Other,1200.0,2.0,2.0,100.0,3,8333.333333333334,1200.0,8333.333333333334,9999,99,0
Built-up  Area,Ready To Move,Other,1205.0,2.0,1.0,70.0,2,5809.128630705394,1205.0,5809.128630705394,9999,99,0
Plot  Area,18-Jul,Other,1500.0,3.0,2.0,90.0,3,6000.0,1500.0,6000.0,2018,7,0
Built-up  Area,Ready To Move,Other,375.0,1.0,0.0,26.0,1,6933.333333333333,375.0,6933.333333333333,9999,99,0
Plot  Area,Ready To Move,Other,800.0,3.0,1.0,59.5,2,7437.5,800.0,7437.5,9999,99,0
Super built-up  Area,Ready To Move,Other,1400.0,2.0,3.0,85.0,2,6071.428571428572,1400.0,6071.428571428572,9999,99,0
Built-up  Area,Ready To Move,Other,1800.0,2.0,2.0,100.0,3,5555.555555555556,1800.0,5555.555555555556,9999,99,0
Super built-up  Area,Ready To Move,Other,925.0,2.0,2.0,70.0,2,7567.567567567567,925.0,7567.5675675675675,9999,99,0
Built-up  Area,Ready To Move,Other,3500.0,2.0,1.0,350.0,4,10000.0,3500.0,10000.0,9999,99,0
Super built-up  Area,Ready To Move,Other,2100.0,4.0,2.0,255.0,3,12142.857142857143,2100.0,12142.857142857143,9999,99,0
Built-up  Area,Ready To Move,Other,400.0,1.0,0.0,35.0,1,8750.0,400.0,8750.0,9999,99,0
Built-up  Area,Ready To Move,Other,2400.0,5.0,3.0,180.0,4,7500.0,2400.0,7500.0,9999,99,0
Super built-up  Area,Ready To Move,Other,825.0,2.0,1.0,40.0,1,4848.484848484848,825.0,4848.484848484848,9999,99,0
Built-up  Area,Ready To Move,Other,5000.0,5.0,0.0,600.0,4,12000.0,5000.0,12000.0,9999,99,0
Plot  Area,Ready To Move,Other,4800.0,5.0,2.0,420.0,4,8750.0,4800.0,8750.0,9999,99,0
Super built-up  Area,Ready To Move,Other,3400.0,3.0,3.0,400.0,3,11764.70588235294,3400.0,11764.70588235294,9999,99,0
Plot  Area,Ready To Move,Other,600.0,1.0,0.0,33.0,1,5500.0,600.0,5500.0,9999,99,0
Built-up  Area,18-Dec,Other,2600.0,3.0,2.0,147.0,3,5653.846153846154,2600.0,5653.846153846154,2018,12,0
Built-up  Area,Ready To Move,Other,800.0,1.0,0.0,72.0,1,9000.0,800.0,9000.0,9999,99,0
Super built-up  Area,18-Jul,Other,1225.0,2.0,2.0,82.0,3,6693.877551020408,1225.0,6693.877551020408,2018,7,0
Super built-up  Area,Ready To Move,Other,655.0,1.0,2.0,27.0,1,4122.137404580153,655.0,4122.137404580153,9999,99,0
Super built-up  Area,Ready To Move,Other,1196.0,2.0,1.0,96.0,2,8026.755852842809,1196.0,8026.755852842809,9999,99,0
Carpet  Area,Ready To Move,Other,927.0,2.0,1.0,50.0,2,5393.743257820927,927.0,5393.743257820927,9999,99,0
Super built-up  Area,18-Mar,Other,600.0,1.0,0.0,18.0,1,3000.0,600.0,3000.0,2018,3,0
Built-up  Area,Ready To Move,Other,2800.0,4.0,1.0,200.0,4,7142.857142857143,2800.0,7142.857142857143,9999,99,0
Super built-up  Area,Ready To Move,Other,800.0,2.0,1.0,85.0,2,10625.0,800.0,10625.0,9999,99,0
Super built-up  Area,Ready To Move,Other,985.0,2.0,2.0,57.0,2,5786.802030456853,985.0,5786.802030456853,9999,99,0
Super built-up  Area,Ready To Move,Other,6000.0,12.0,0.0,150.0,11,2500.0,6000.0,2500.0,9999,99,0
Plot  Area,Ready To Move,Other,600.0,2.0,1.0,80.0,2,13333.333333333334,600.0,13333.333333333334,9999,99,0
Built-up  Area,Ready To Move,Other,1503.0,2.0,2.0,93.0,3,6187.624750499002,1503.0,6187.624750499002,9999,99,0
Built-up  Area,Ready To Move,Other,1768.0,3.0,3.0,95.0,3,5373.303167420814,1768.0,5373.303167420814,9999,99,0
Super built-up  Area,19-Aug,Other,3060.0,4.0,2.0,350.0,4,11437.908496732029,3060.0,11437.908496732027,2019,8,0
Super built-up  Area,Ready To Move,Other,800.0,1.0,2.0,32.0,1,4000.0,800.0,4000.0,9999,99,0
Plot  Area,Ready To Move,Other,600.0,1.0,1.0,35.0,1,5833.333333333333,600.0,5833.333333333333,9999,99,0
Super built-up  Area,Ready To Move,Other,1010.0,2.0,2.0,55.0,2,5445.544554455446,1010.0,5445.544554455446,9999,99,0
Built-up  Area,Ready To Move,Other,3978.0,4.0,3.0,428.0,4,10759.17546505782,3978.0,10759.175465057819,9999,99,0
Super built-up  Area,Ready To Move,Other,2008.0,3.0,2.0,170.0,3,8466.135458167331,2008.0,8466.135458167331,9999,99,0
Super built-up  Area,Ready To Move,Other,2095.0,3.0,2.0,142.0,3,6778.042959427207,2095.0,6778.042959427207,9999,99,0
Built-up  Area,Ready To Move,Other,1600.0,2.0,2.0,88.0,3,5500.0,1600.0,5500.0,9999,99,0
Plot  Area,Ready To Move,Other,1350.0,4.0,2.0,160.0,4,11851.851851851852,1350.0,11851.851851851852,9999,99,0
Super built-up  Area,Ready To Move,Other,500.0,1.0,1.0,20.0,1,4000.0,500.0,4000.0,9999,99,0
Super built-up  Area,18-Aug,Other,1280.0,2.0,1.0,100.0,3,7812.5,1280.0,7812.5,2018,8,0
Built-up  Area,Ready To Move,Other,1650.0,3.0,1.0,110.0,3,6666.666666666667,1650.0,6666.666666666667,9999,99,0
Plot  Area,Ready To Move,Other,1044.0,2.0,2.0,85.0,2,8141.762452107279,1044.0,8141.762452107279,9999,99,0
Plot  Area,Ready To Move,Other,840.0,1.0,1.0,99.0,2,11785.714285714286,840.0,11785.714285714286,9999,99,0
Super built-up  Area,Ready To Move,Other,3870.0,4.0,2.0,411.0,4,10620.15503875969,3870.0,10620.15503875969,9999,99,0
Super built-up  Area,Ready To Move,Other,1835.0,3.0,3.0,175.0,3,9536.784741144416,1835.0,9536.784741144415,9999,99,0
Super built-up  Area,Ready To Move,Other,425.0,1.0,1.0,15.0,1,3529.4117647058824,425.0,3529.4117647058824,9999,99,0
Super built-up  Area,Ready To Move,Other,2380.0,4.0,3.0,242.0,4,10168.067226890757,2380.0,10168.067226890757,9999,99,0
Plot  Area,Ready To Move,Other,900.0,1.0,0.0,70.0,2,7777.777777777777,900.0,7777.777777777777,9999,99,0
Super built-up  Area,Ready To Move,Other,1517.0,2.0,2.0,125.0,2,8239.947264337508,1517.0,8239.947264337508,9999,99,0
Super built-up  Area,18-May,Other,3602.0,4.0,0.0,280.0,4,7773.459189339256,3602.0,7773.459189339256,2018,5,0
Built-up  Area,Ready To Move,Other,2159.0,3.0,2.0,120.0,3,5558.12876331635,2159.0,5558.12876331635,9999,99,0
Plot  Area,18-Nov,Other,1200.0,3.0,2.0,72.0,3,6000.0,1200.0,6000.0,2018,11,0
Built-up  Area,Ready To Move,Other,1850.0,3.0,0.0,175.0,6,9459.45945945946,1850.0,9459.45945945946,9999,99,0
Built-up  Area,Ready To Move,Other,510.0,1.0,0.0,34.0,1,6666.666666666667,510.0,6666.666666666667,9999,99,0
Super built-up  Area,Ready To Move,Other,1166.0,2.0,3.0,65.0,2,5574.614065180103,1166.0,5574.614065180103,9999,99,0
Built-up  Area,Ready To Move,Other,2700.0,2.0,1.0,260.0,3,9629.62962962963,2700.0,9629.62962962963,9999,99,0
Plot  Area,Ready To Move,Other,1350.0,2.0,0.0,175.0,3,12962.962962962964,1350.0,12962.962962962964,9999,99,0
Built-up  Area,Ready To Move,Other,940.0,2.0,1.0,56.0,2,5957.446808510638,940.0,5957.446808510638,9999,99,0
Built-up  Area,Ready To Move,Other,1645.0,3.0,0.0,95.0,3,5775.075987841945,1645.0,5775.075987841945,9999,99,0
Built-up  Area,Ready To Move,Other,1000.0,2.0,1.0,63.0,2,6300.0,1000.0,6300.0,9999,99,0
Super built-up  Area,Ready To Move,Other,1998.0,3.0,2.0,117.0,3,5855.855855855856,1998.0,5855.855855855856,9999,99,0
Super built-up  Area,Ready To Move,Other,1804.0,3.0,2.0,150.0,3,8314.855875831485,1804.0,8314.855875831485,9999,99,0
Super built-up  Area,Ready To Move,Other,1350.0,3.0,2.0,81.0,3,6000.0,1350.0,6000.0,9999,99,0
Super built-up  Area,18-Dec,Other,3000.0,3.0,3.0,300.0,4,10000.0,3000.0,10000.0,2018,12,0
Plot  Area,Ready To Move,Other,1200.0,4.0,1.0,110.0,4,9166.666666666666,1200.0,9166.666666666666,9999,99,0
Super built-up  Area,18-Dec,Other,1217.0,2.0,1.0,164.0,2,13475.760065735414,1217.0,13475.760065735414,2018,12,0
Super built-up  Area,Ready To Move,Other,600.0,1.0,0.0,45.0,1,7500.0,600.0,7500.0,9999,99,0
Plot  Area,Ready To Move,Other,672.0,1.0,1.0,27.0,1,4017.857142857143,672.0,4017.8571428571427,9999,99,0
Plot  Area,Ready To Move,Other,1280.0,3.0,0.0,87.0,3,6796.875,1280.0,6796.875,9999,99,0
Super built-up  Area,Ready To Move,Other,1567.0,3.0,1.0,100.0,3,6381.620931716656,1567.0,6381.620931716656,9999,99,0
Built-up  Area,18-Mar,Other,2350.0,3.0,2.0,210.0,3,8936.170212765957,2350.0,8936.170212765957,2018,3,0
Super built-up  Area,Ready To Move,Other,560.0,1.0,0.0,19.0,1,3392.8571428571427,560.0,3392.8571428571427,9999,99,0
Plot  Area,Ready To Move,Other,520.0,2.0,0.0,29.0,1,5576.923076923077,520.0,5576.923076923077,9999,99,0
Built-up  Area,Ready To Move,Other,1950.0,3.0,3.0,230.0,3,11794.871794871797,1950.0,11794.871794871795,9999,99,0
Plot  Area,Ready To Move,Other,600.0,1.0,0.0,58.0,1,9666.666666666666,600.0,9666.666666666666,9999,99,0
Super built-up  Area,Ready To Move,Other,1000.0,1.0,1.0,19.0,1,1900.0,1000.0,1900.0,9999,99,0
Plot  Area,Ready To Move,Other,375.0,1.0,0.0,40.0,1,10666.666666666666,375.0,10666.666666666666,9999,99,0
Super built-up  Area,Ready To Move,Other,1130.0,2.0,0.0,74.0,2,6548.672566371682,1130.0,6548.672566371682,9999,99,0
Super built-up  Area,Ready To Move,Other,1407.0,2.0,1.0,83.87,2,5960.90973702914,1407.0,5960.90973702914,9999,99,0
Plot  Area,Ready To Move,Other,1350.0,4.0,2.0,160.0,4,11851.851851851852,1350.0,11851.851851851852,9999,99,0
Super built-up  Area,Ready To Move,Other,2375.0,3.0,0.0,260.0,4,10947.368421052632,2375.0,10947.368421052632,9999,99,0
Super built-up  Area,Ready To Move,Other,1200.0,2.0,1.0,67.0,2,5583.333333333333,1200.0,5583.333333333333,9999,99,0
Built-up  Area,Ready To Move,Other,1872.0,3.0,2.0,152.0,3,8119.65811965812,1872.0,8119.65811965812,9999,99,0
Super built-up  Area,Ready To Move,Other,1400.0,3.0,2.0,90.0,3,6428.571428571428,1400.0,6428.571428571428,9999,99,0
Plot  Area,Ready To Move,Other,812.0,1.0,1.0,26.0,1,3201.9704433497536,812.0,3201.9704433497536,9999,99,0
Super built-up  Area,Ready To Move,Other,600.0,2.0,1.0,35.0,1,5833.333333333333,600.0,5833.333333333333,9999,99,0
Built-up  Area,Ready To Move,Other,1800.0,4.0,3.0,115.0,3,6388.888888888889,1800.0,6388.888888888889,9999,99,0
Super built-up  Area,Ready To Move,Other,1499.0,3.0,2.0,89.0,3,5937.291527685124,1499.0,5937.291527685124,9999,99,0
Built-up  Area,Ready To Move,Other,1050.0,2.0,2.0,65.0,2,6190.476190476191,1050.0,6190.476190476191,9999,99,0
Super built-up  Area,Ready To Move,Other,905.0,2.0,2.0,50.0,2,5524.861878453039,905.0,5524.861878453039,9999,99,0
Super built-up  Area,Ready To Move,Other,3155.0,3.0,2.0,315.0,3,9984.152139461174,3155.0,9984.152139461174,9999,99,0
Super built-up  Area,Ready To Move,Other,1464.0,2.0,1.0,135.0,3,9221.311475409835,1464.0,9221.311475409837,9999,99,0
Super built-up  Area,18-Apr,Other,1200.0,2.0,2.0,75.0,2,6250.0,1200.0,6250.0,2018,4,0
Super built-up  Area,Ready To Move,Other,1707.0,3.0,2.0,171.0,3,10017.574692442882,1707.0,10017.574692442882,9999,99,0
Super built-up  Area,Ready To Move,Other,565.0,1.0,1.0,33.0,1,5840.70796460177,565.0,5840.70796460177,9999,99,0
Plot  Area,Ready To Move,Other,630.0,2.0,1.0,70.0,1,11111.111111111111,630.0,11111.111111111111,9999,99,0
Plot  Area,18-Apr,Other,1000.0,2.0,1.0,55.0,2,5500.0,1000.0,5500.0,2018,4,0
Plot  Area,Ready To Move,Other,2400.0,4.0,1.0,130.0,3,5416.666666666667,2400.0,5416.666666666667,9999,99,0
Carpet  Area,Ready To Move,Other,1100.0,2.0,2.0,70.0,2,6363.636363636364,1100.0,6363.636363636364,9999,99,0
Built-up  Area,Ready To Move,Other,420.0,1.0,1.0,23.5,1,5595.238095238095,420.0,5595.238095238095,9999,99,0
Super built-up  Area,Ready To Move,Other,1225.0,2.0,2.0,71.05,2,5800.0,1225.0,5800.0,9999,99,0
Plot  Area,Ready To Move,Other,1350.0,4.0,1.0,90.0,4,6666.666666666667,1350.0,6666.666666666667,9999,99,0
Super built-up  Area,Ready To Move,Other,1732.5,3.0,0.0,91.855,3,5301.875901875902,1732.5,5301.875901875902,9999,99,0
Plot  Area,Ready To Move,Other,3760.0,2.0,0.0,280.0,2,7446.808510638298,3760.0,7446.808510638298,9999,99,0
Super built-up  Area,Ready To Move,Other,3071.0,4.0,0.0,300.0,3,9768.80494952784,3071.0,9768.804949527841,9999,99,0
Super built-up  Area,Ready To Move,Other,1620.0,3.0,3.0,95.0,3,5864.197530864198,1620.0,5864.197530864198,9999,99,0
Built-up  Area,Ready To Move,Other,560.0,1.0,1.0,21.0,1,3750.0,560.0,3750.0,9999,99,0
Built-up  Area,Ready To Move,Other,2250.0,3.0,0.0,180.0,3,8000.0,2250.0,8000.0,9999,99,0
Plot  Area,Ready To Move,Other,1350.0,2.0,0.0,45.0,1,3333.333333333333,1350.0,3333.3333333333335,9999,99,0
Super built-up  Area,Ready To Move,Other,1209.0,2.0,2.0,100.0,2,8271.298593879239,1209.0,8271.298593879239,9999,99,0
Super built-up  Area,18-Jan,Other,1500.0,3.0,1.0,95.0,3,6333.333333333333,1500.0,6333.333333333333,2018,1,0
Super built-up  Area,Ready To Move,Other,1000.0,2.0,2.0,60.0,2,6000.0,1000.0,6000.0,9999,99,0
Plot  Area,Ready To Move,Other,1200.0,4.0,2.0,130.0,4,10833.333333333334,1200.0,10833.333333333334,9999,99,0
Built-up  Area,Ready To Move,Other,2250.0,3.0,2.0,199.0,3,8844.444444444445,2250.0,8844.444444444445,9999,99,0
Super built-up  Area,Ready To Move,Other,3700.0,4.0,2.0,314.0,4,8486.486486486487,3700.0,8486.486486486487,9999,99,0
Built-up  Area,Ready To Move,Other,1405.0,3.0,0.0,169.0,3,12028.46975088968,1405.0,12028.469750889679,9999,99,0
Super built-up  Area,Ready To Move,Other,500.0,1.0,1.0,16.0,1,3200.0,500.0,3200.0,9999,99,0
Built-up  Area,Ready To Move,Other,1600.0,3.0,2.0,180.0,3,11250.0,1600.0,11250.0,9999,99,0
Super built-up  Area,18-Jun,Other,648.0,1.0,1.0,34.0,1,5246.913580246914,648.0,5246.913580246914,2018,6,0
Super built-up  Area,Ready To Move,Other,1720.0,2.0,2.0,126.0,3,7325.581395348837,1720.0,7325.581395348837,9999,99,0
Built-up  Area,Ready To Move,Other,1080.0,2.0,3.0,64.0,2,5925.925925925926,1080.0,5925.925925925926,9999,99,0
Super built-up  Area,Ready To Move,Other,1100.0,2.0,1.0,61.0,2,5545.454545454545,1100.0,5545.454545454545,9999,99,0
Super built-up  Area,Ready To Move,Other,535.0,1.0,1.0,35.0,1,6542.056074766355,535.0,6542.056074766355,9999,99,0
Super built-up  Area,Ready To Move,Other,1465.0,2.0,2.0,88.0,3,6006.825938566553,1465.0,6006.825938566553,9999,99,0
Super built-up  Area,Ready To Move,Other,1145.0,2.0,1.0,63.0,2,5502.183406113537,1145.0,5502.183406113537,9999,99,0
Built-up  Area,Ready To Move,Other,3420.0,3.0,2.0,410.0,4,11988.30409356725,3420.0,11988.30409356725,9999,99,0
Super built-up  Area,Ready To Move,Other,1280.0,2.0,2.0,75.0,2,5859.375,1280.0,5859.375,9999,99,0
Plot  Area,18-May,Other,680.0,3.0,2.0,60.0,2,8823.529411764706,680.0,8823.529411764706,2018,5,0
Built-up  Area,Ready To Move,Other,1738.0,3.0,0.0,110.0,3,6329.113924050633,1738.0,6329.113924050633,9999,99,0
Plot  Area,Ready To Move,Other,1500.0,3.0,1.0,90.0,3,6000.0,1500.0,6000.0,9999,99,0
Plot  Area,Ready To Move,Other,1050.0,2.0,1.0,110.0,2,10476.190476190475,1050.0,10476.190476190477,9999,99,0
Super built-up  Area,Ready To Move,Other,1541.0,2.0,1.0,181.0,2,11745.619727449708,1541.0,11745.619727449708,9999,99,0
Super built-up  Area,Ready To Move,Other,1275.0,2.0,1.0,105.0,2,8235.29411764706,1275.0,8235.29411764706,9999,99,0
Super built-up  Area,21-May,Other,2048.0,3.0,2.0,206.0,3,10058.59375,2048.0,10058.59375,2021,5,0
Plot  Area,Ready To Move,Other,2320.0,2.0,0.0,160.0,3,6896.551724137931,2320.0,6896.551724137931,9999,99,0
Super built-up  Area,Ready To Move,Other,1237.0,3.0,2.0,78.0,3,6305.578011317704,1237.0,6305.578011317704,9999,99,0
Plot  Area,Ready To Move,Other,1200.0,2.0,1.0,140.0,4,11666.666666666666,1200.0,11666.666666666666,9999,99,0
Super built-up  Area,Ready To Move,Other,1160.0,2.0,2.0,75.0,2,6465.517241379311,1160.0,6465.517241379311,9999,99,0
Super built-up  Area,Ready To Move,Other,1155.0,2.0,1.0,65.0,2,5627.705627705628,1155.0,5627.705627705628,9999,99,0
Built-up  Area,Ready To Move,Other,984.0,2.0,2.0,125.0,2,12703.252032520326,984.0,12703.252032520326,9999,99,0
Super built-up  Area,Ready To Move,Other,1148.0,2.0,2.0,69.0,2,6010.452961672474,1148.0,6010.452961672474,9999,99,0
Super built-up  Area,Ready To Move,Other,1719.0,3.0,2.0,110.0,3,6399.069226294358,1719.0,6399.069226294358,9999,99,0
Plot  Area,18-Aug,Other,3000.0,4.0,3.0,264.0,4,8800.0,3000.0,8800.0,2018,8,0
Built-up  Area,Ready To Move,Other,1320.0,2.0,3.0,90.0,2,6818.181818181818,1320.0,6818.181818181818,9999,99,0
Plot  Area,Ready To Move,Other,1230.0,2.0,0.0,68.0,2,5528.455284552845,1230.0,5528.455284552845,9999,99,0
Plot  Area,Ready To Move,Other,4560.0,5.0,0.0,430.0,4,9429.82456140351,4560.0,9429.82456140351,9999,99,0
Built-up  Area,Ready To Move,Other,3000.0,4.0,0.0,300.0,5,10000.0,3000.0,10000.0,9999,99,0
Super built-up  Area,Ready To Move,Other,1560.0,2.0,2.0,125.0,3,8012.820512820513,1560.0,8012.820512820513,9999,99,0
Built-up  Area,Ready To Move,Other,1012.0,2.0,2.0,59.0,2,5830.0395256917,1012.0,5830.0395256917,9999,99,0
Plot  Area,Ready To Move,Other,1245.0,2.0,1.0,120.0,2,9638.55421686747,1245.0,9638.55421686747,9999,99,0
Super built-up  Area,Ready To Move,Other,1485.0,2.0,3.0,110.0,3,7407.407407407408,1485.0,7407.407407407408,9999,99,0
Carpet  Area,Ready To Move,Other,1489.0,2.0,0.0,101.0,2,6783.075889858966,1489.0,6783.075889858966,9999,99,0
Super built-up  Area,Ready To Move,Other,2800.0,4.0,3.0,365.0,4,13035.714285714286,2800.0,13035.714285714286,9999,99,0
Super built-up  Area,Ready To Move,Other,1600.0,2.0,1.0,90.0,3,5625.0,1600.0,5625.0,9999,99,0
Built-up  Area,Ready To Move,Other,3000.0,6.0,3.0,300.0,6,10000.0,3000.0,10000.0,9999,99,0
Super built-up  Area,Ready To Move,Other,1903.0,3.0,2.0,165.0,3,8670.520231213874,1903.0,8670.520231213874,9999,99,0
Super built-up  Area,Ready To Move,Other,2996.0,4.0,3.0,200.0,4,6675.567423230975,2996.0,6675.567423230975,9999,99,0
Super built-up  Area,22-Jan,Other,551.0,1.0,1.0,30.0,1,5444.64609800363,551.0,5444.64609800363,2022,1,0
Super built-up  Area,Ready To Move,Other,550.0,1.0,1.0,16.0,1,2909.090909090909,550.0,2909.090909090909,9999,99,0
Super built-up  Area,Ready To Move,Other,1780.0,3.0,1.0,100.0,3,5617.977528089888,1780.0,5617.9775280898875,9999,99,0
Built-up  Area,Ready To Move,Other,1310.0,3.0,3.0,90.0,3,6870.229007633588,1310.0,6870.229007633588,9999,99,0
Built-up  Area,Ready To Move,Other,1603.0,2.0,0.0,125.0,3,7797.878976918279,1603.0,7797.878976918279,9999,99,0
Super built-up  Area,Ready To Move,Other,2180.0,3.0,0.0,285.0,3,13073.394495412844,2180.0,13073.394495412844,9999,99,0
Plot  Area,Ready To Move,Other,450.0,1.0,0.0,30.0,1,6666.666666666667,450.0,6666.666666666667,9999,99,0
Super built-up  Area,Ready To Move,Other,3000.0,4.0,2.0,301.0,4,10033.333333333334,3000.0,10033.333333333334,9999,99,0
Built-up  Area,Ready To Move,Other,1275.0,2.0,3.0,69.0,2,5411.764705882353,1275.0,5411.764705882353,9999,99,0
Super built-up  Area,Ready To Move,Other,1623.0,3.0,3.0,155.0,3,9550.215650030808,1623.0,9550.215650030807,9999,99,0
Built-up  Area,Ready To Move,Other,900.0,1.0,1.0,52.3,1,5811.111111111111,900.0,5811.111111111111,9999,99,0
Built-up  Area,Ready To Move,Other,1200.0,2.0,1.0,110.0,2,9166.666666666666,1200.0,9166.666666666666,9999,99,0
